Turismo > Directorio de alojamientos turísticos y plazas
    Directorio de alojamientos turísticos y plazas

Número de campings y capacidad por municipios y categoría
Unidad de medida:Numero


,LA RIOJA,,Ábalos,,Agoncillo,,Aguilar del Río Alhama,,Ajamil de Cameros,,Albelda de Iregua,,Alberite,,Alcanadre,,Aldeanueva de Ebro,,Alesanco,,Alesón,,Alfaro,,Almarza de Cameros,,Anguciana,,Anguiano,,Arenzana de Abajo,,Arenzana de Arriba,,Arnedillo,,Arnedo,,Arrúbal,,Ausejo,,Autol,,Azofra,,Badarán,,Bañares,,Baños de Rioja,,Baños de Río Tobía,,Berceo,,Bergasa,,Bergasillas Bajera,,Bezares,,Bobadilla,,Brieva de Cameros,,Briñas,,Briones,,Cabezón de Cameros,,Calahorra,,Camprovín,,Canales de la Sierra,,Canillas de Río Tuerto,,Cañas,,Cárdenas,,Casalarreina,,Castañares de Rioja,,Castroviejo,,Cellorigo,,Cenicero,,Cervera del Río Alhama,,Cidamón,,Cihuri,,Cirueña,,Clavijo,,Cordovín,,Corera,,Cornago,,Corporales,,Cuzcurrita de Río Tirón,,Daroca de Rioja,,Enciso,,Entrena,,Estollo,,Ezcaray,,Foncea,,Fonzaleche,,Fuenmayor,,Galbárruli,,Galilea,,Gallinero de Cameros,,Gimileo,,Grañón,,Grávalos,,Haro,,Herce,,Herramélluri,,Hervías,,Hormilla,,Hormilleja,,Hornillos de Cameros,,Hornos de Moncalvillo,,Huércanos,,Igea,,Jalón de Cameros,,Laguna de Cameros,,Lagunilla del Jubera,,Lardero,,Ledesma de la Cogolla,,Leiva,,Leza de Río Leza,,Logroño,,Lumbreras,,Manjarrés,,Mansilla de la Sierra,,Manzanares de Rioja,,Matute,,Medrano,,Munilla,,Murillo de Río Leza,,Muro de Aguas,,Muro en Cameros,,Nájera,,Nalda,,Navajún,,Navarrete,,Nestares,,Nieva de Cameros,,Ocón,,Ochánduri,,Ojacastro,,Ollauri,,Ortigosa de Cameros,,Pazuengos,,Pedroso,,Pinillos,,Pradejón,,Pradillo,,Préjano,,Quel,,Rabanera,,Rasillo de Cameros (El),,Redal (El),,Ribafrecha,,Rincón de Soto,,Robres del Castillo,,Rodezno,,Sajazarra,,San Asensio,,San Millán de la Cogolla,,San Millán de Yécora,,San Román de Cameros,,Santa Coloma,,Santa Engracia del Jubera,,Santa Eulalia Bajera,,Santo Domingo de la Calzada,,San Torcuato,,Santurde de Rioja,,Santurdejo,,San Vicente de la Sonsierra,,Sojuela,,Sorzano,,Sotés,,Soto en Cameros,,Terroba,,Tirgo,,Tobía,,Tormantos,,Torrecilla en Cameros,,Torrecilla sobre Alesanco,,Torre en Cameros,,Torremontalbo,,Treviana,,Tricio,,Tudelilla,,Uruñuela,,Valdemadera,,Valgañón,,Ventosa,,Ventrosa,,Viguera,,Villalba de Rioja,,Villalobar de Rioja,,Villamediana de Iregua,,Villanueva de Cameros,,Villar de Arnedo (El),,Villar de Torre,,Villarejo,,Villarroya,,Villarta-Quintana,,Villavelayo,,Villaverde de Rioja,,Villoslada de Cameros,,Viniegra de Abajo,,Viniegra de Arriba,,Zarratón,,Zarzosa,,Zorraquín,,
,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,TOTAL,,
,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,Plazas,Establecimientos,
2023,"7.995","8","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","2.855","1","..","..","..","..","392","1","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","1.208","1","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","1.068","1","..","..","..","..","..","..","..","..","..","..","..","..","960","1","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","240","1","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","760","1","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","512","1","..","..","..","..","..","..","..","..","..","..",
2022,"7.995","8","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","2.855","1","..","..","..","..","392","1","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","1.208","1","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","1.068","1","..","..","..","..","..","..","..","..","..","..","..","..","960","1","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","240","1","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","760","1","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","512","1","..","..","..","..","..","..","..","..","..","..",
2021,"7.995","8","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","2.855","1","..","..","..","..","392","1","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","1.208","1","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","1.068","1","..","..","..","..","..","..","..","..","..","..","..","..","960","1","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","240","1","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","760","1","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","512","1","..","..","..","..","..","..","..","..","..","..",
2020,"7.995","8","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","2.855","1","..","..","..","..","392","1","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","1.208","1","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","1.068","1","..","..","..","..","..","..","..","..","..","..","..","..","960","1","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","240","1","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","760","1","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","512","1","..","..","..","..","..","..","..","..","..","..",
2019,"8.087","9","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","2.855","1","..","..","..","..","392","1","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","1.208","1","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","1.068","1","..","..","..","..","..","..","..","..","..","..","..","..","960","1","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","240","1","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","92","1","..","..","..","..","760","1","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","512","1","..","..","..","..","..","..","..","..","..","..",
2018,"7.928","9","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","2.804","1","..","..","..","..","396","1","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","1.208","1","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","1.068","1","..","..","..","..","..","..","..","..","..","..","..","..","960","1","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","246","1","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","154","1","..","..","..","..","580","1","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","512","1","..","..","..","..","..","..","..","..","..","..",
2017,"7.980","9","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","2.804","1","..","..","..","..","320","1","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","1.888","1","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","540","1","..","..","..","..","..","..","..","..","..","..","..","..","936","1","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","246","1","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","154","1","..","..","..","..","580","1","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","512","1","..","..","..","..","..","..","..","..","..","..",
2016,"7.980","9","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","2.804","1","..","..","..","..","320","1","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","1.888","1","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","540","1","..","..","..","..","..","..","..","..","..","..","..","..","936","1","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","246","1","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","154","1","..","..","..","..","580","1","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","512","1","..","..","..","..","..","..","..","..","..","..",
